dim1,dim2,fault_id
-1.8101598705324025,0.40922162375534826,0
-2.40996865433374,0.49874621809939934,0
-1.6519690176287058,0.5656164914366747,0
-2.436972774969576,0.4731482831046461,0
-1.7254441382536494,0.1271479837136683,0
-2.4871857288835026,-0.16309649914157492,0
-1.9568467945623829,0.7954077669711227,0
-1.2963302078819827,0.5500801810891103,0
-2.3062740404524775,0.6281072380634563,0
-2.4687523506761995,0.2647909208128237,0
-2.152977040831723,0.6047555458327473,0
-2.275421357065573,-0.10515345728514605,0
-2.991219246049273,0.5490054663283207,0
-2.2026215339137036,0.5492904936038251,0
-2.5803952460925363,0.26242484083404133,0
-2.2212087919005947,0.46298312344784115,0
-1.391075493239576,0.7508151260496959,0
-2.002365635341403,-0.014122631175770587,0
-2.8052708153914923,0.9072313828741906,0
-3.2444245969604513,-0.1423595683570421,0
-1.9685859272762982,0.3516504051791554,0
-2.4079437505861288,0.4265335268831113,0
-2.3609060834306477,0.476744459078802,0
-1.7387356408853871,0.06409023243108922,0
-2.033666113061173,0.6160492004931108,0
-2.71716729396371,0.22091432978412978,0
-2.049623376817193,0.587669228540601,0
-1.8356155316480822,0.7817493222506595,0
-2.229890332660494,1.1722495413873364,0
-2.0171311690757507,0.4229286852122686,0
-4.565189781228311,0.8988261720502689,1
-2.3564693664750664,0.0917189619351738,1
-1.6556704832731364,0.14547500695301468,1
-2.26162158055164,0.3298006764370229,1
-1.7047610910398105,-0.28760184791905946,1
-4.477167142779282,-1.0902401443327594,1
-1.9521602128568565,0.37753293330207366,1
-1.3152619169517352,0.11663962331207621,1
-6.0305112987631855,1.5376090739667863,1
-2.3421891431177593,-0.09624721910155483,1
3.4581285196812077,3.3789851195405594,1
-1.90246269499684,-0.3222004620504175,1
-2.042847523832013,0.078155008409037,1
-2.0985967590842076,0.41127559754520615,1
12.542856496602246,-3.254139989265057,1
-5.442843641404408,2.016029619959362,1
4.671351939256367,-4.891734293072398,1
-1.937002728137405,-0.41352348797384025,1
12.523985923692786,-3.6621941500205453,1
-3.95495909725375,-0.7360755930834119,1
-4.088471879538716,-0.4108434300124236,1
-2.232907631574782,0.075397239273095,1
-4.202380396867113,0.20835434671746417,1
-0.8388799861797729,-0.37816445117180436,1
-3.182140517440466,2.2611988494098063,1
-2.5339759840429714,-0.12829264658955997,1
-2.008564630157719,0.17585868800238516,1
-1.6314625759741008,0.4882377164964702,1
-2.1099227327931187,1.0202339463618109,1
-2.017131169075751,0.4229286852122691,1
-0.6781890307381084,-1.2797487865163626,2
-3.895496616385967,-1.6345554857223217,2
-3.1637355586884714,-1.5805512787311322,2
-3.780394511572253,-1.6023247656677346,2
-3.222137696784606,-2.011216144858352,2
-3.88119452729895,-2.3766985795843953,2
-3.465491023861954,-1.347188256365106,2
-2.8189919450810716,-1.6058109418593536,2
-1.4417358070423927,-1.1281990021770125,2
-3.874341131043177,-1.8507562018212047,2
-1.7707300074594001,1.814224357392302,2
-3.5918264544492473,-2.1773621002718335,2
-4.2822494285837855,-1.5310169804148464,2
-3.6041946061029813,-1.548173969426321,2
-0.7380491208563805,0.983171092489426,2
-2.3299497148693815,-1.468518049620191,2
0.799038649235997,-0.29464470511464963,2
-3.4641090010465128,-2.1441499687306838,2
-0.7620391438452789,1.4175419151652657,2
-4.645868443095213,-2.279890396348154,2
-3.4042633982460653,-1.8415588825339364,2
-3.819969181050394,-1.684229823455594,2
-1.0283066145548634,-1.145368165727119,2
-3.0266699252717117,-2.0142060883633164,2
-2.5862162487031073,-1.377294527114086,2
-4.14030570317725,-1.8894272696007128,2
-3.5465752150484042,-1.5520188653411058,2
-3.292449618874315,-1.3383411827595597,2
-3.638498383322897,-0.9239527252474818,2
-2.017131169075751,0.4229286852122691,2
-1.837960686783115,0.3714818751376483,3
-2.4374797148769756,0.4600978851610163,3
-1.6792347438488888,0.5269193221829654,3
-2.4643005238564655,0.4345567741274657,3
-1.7528153978330134,0.08843887583651015,3
-2.513809657712161,-0.2016558714304458,3
-1.984108962648075,0.7567376990344998,3
-1.3234354351335438,0.5114134143500704,3
-2.334052654441876,0.5899538703253688,3
-2.496000040865774,0.22613952893260542,3
-2.1836802090024814,0.5571341091957542,3
-2.302651369756401,-0.14372265272024715,3
-3.018149072311485,0.5105097317621883,3
-2.2300066313464617,0.510569758927093,3
-2.6082748693707423,0.2273422908539985,3
-2.248939193845531,0.4238576696024442,3
-1.4195661296938002,0.7149234153593634,3
-2.029954241930555,-0.05278428400772865,3
-2.8344973442206713,0.8713949433187949,3
-3.271296266105807,-0.1806443748127631,3
-1.9952651703611899,0.31317773353252265,3
-2.434789154537055,0.3878977744299157,3
-2.388832572621886,0.4392697850242373,3
-1.7657268173379883,0.025621117483508763,3
-2.0614355056976663,0.5766163173292288,3
-2.7440387419616306,0.18221477923929472,3
-2.077075618532938,0.5489711759385628,3
-1.8628358593134389,0.7430463173793672,3
-2.2572108468261267,1.1335763758522905,3
-2.017131169075751,0.4229286852122691,3
-1.8301066774053314,0.3986997872882963,4
-2.409806582734608,0.4997852081989959,4
-1.651678523389151,0.5651946221348482,4
-2.4388683791171784,0.4718633657439104,4
-1.726088134220705,0.12628870249877544,4
-2.4842326013648064,-0.15782382224952526,4
-1.9562892061278592,0.7961332139082017,4
-1.2948310433015098,0.5511782703123083,4
-2.3251349471084564,0.6214683784495337,4
-2.468810069562474,0.26500665619315855,4
-2.25928936820239,0.7665864672975091,4
-2.2773297598427837,-0.10785755440250948,4
-2.990617740701298,0.5488301569254835,4
-2.204574971800719,0.5471259855127354,4
-2.561530283094451,0.2642891381648873,4
-2.2305935974776165,0.4661879614623438,4
-1.395332229843461,0.724263389340153,4
-2.0021842144076376,-0.013297900834478632,4
-2.7802592429146618,0.9012366929564587,4
-3.2435627841668024,-0.13753436903398625,4
-1.9698809113698301,0.35456974462880647,4
-2.4077734885321185,0.4259486313283323,4
-2.380171174610288,0.46350240719517466,4
-1.7382113701755524,0.06427911489581845,4
-2.032087293848868,0.6210956175420056,4
-2.718913739066693,0.21838086001172252,4
-2.0483773083213452,0.58901149342004,4
-1.8341191302785127,0.7822029160917524,4
-2.230861868847416,1.172067409433496,4
-2.017131169075751,0.4229286852122691,4
-1.8197344401484001,0.4102813750780773,5
-2.400531642904533,0.49709459729094485,5
-1.6551973965327755,0.5673604814812399,5
-2.4344302950915315,0.4763335806941973,5
-1.7400089419324285,0.1279187527374328,5
-2.490590203973393,-0.16645493949880902,5
-1.9563153166781697,0.7945812783242456,5
-1.291913834537112,0.5556118424752655,5
-2.3013639398678643,0.6265232408470355,5
-2.461423295118535,0.26832993947637745,5
-2.061054555529043,0.5488706243048336,5
-2.269483531705212,-0.10513601280080524,5
-2.9849926909090834,0.5487429734885443,5
-2.2030335069736706,0.5539601862320384,5
-2.6002643370788974,0.27661671380693803,5
-2.2276042950943804,0.453845958330745,5
-1.4062377468819616,0.7622883002147954,5
-2.005004981382443,-0.012075397927589259,5
-2.808130851840487,0.9279484041005694,5
-3.2278752699617557,-0.14595878125643497,5
-1.9504743967852107,0.3521273884812465,5
-2.398827530371149,0.42321141129426004,5
-2.361042042583724,0.4773833681483848,5
-1.7417157399340266,0.061261315271558266,5
-2.0448833136930578,0.6107787462694512,5
-2.7167957452237146,0.22462394450276085,5
-2.0429185135492505,0.5915835692277314,5
-1.8463322263280029,0.7809709331457105,5
-2.221379864888801,1.1667115077778056,5
-2.017131169075751,0.4229286852122691,5
15.715084794226836,3.572423154830298,6
-1.9494093857496295,0.6595823279642807,6
48.00796672327597,1.377439447149303,6
-0.25182091281085217,0.2080044028097418,6
59.25468259201267,-0.1641409553162185,6
11.15461050316844,3.091233721771877,6
4.553893941715356,1.7349272929524173,6
26.942496574517055,4.19644176912024,6
43.60840831039274,3.3012043841765593,6
6.2878410079102185,1.9005433628842008,6
24.875013923949183,3.7104646992223858,6
3.4881905199902405,1.2528670745169646,6
68.72631721222503,-1.9568515859785764,6
1.0097186654536867,-0.16373945505444704,6
54.708013947528784,-0.05055597668602117,6
23.673370068108152,3.5476310009038725,6
64.31091103391971,-1.4659373364617458,6
29.12645976580366,3.9278067102074967,6
63.90868782064345,-1.159826910304865,6
38.27119124988708,3.237205290387756,6
9.354329458801013,3.190462564657231,6
28.098332576989748,4.044390232091565,6
41.31195044280058,3.249724070662899,6
21.532480767327232,3.3553527152842664,6
1.4947953241943017,0.7110127338812678,6
56.03594647931342,-0.06499980624411386,6
