dim1,dim2,fault_id
-0.0032211051891592245,-0.0027399374015841444,0
-0.0032414968291990657,-0.002422992198465255,0
-0.0032574632055665464,-0.002444341223237946,0
-0.0032419622531441833,-0.002857950732905441,0
-0.0028084015402122372,-0.0037289794320496303,0
-0.003249735319448448,-0.0023816826056404406,0
-0.003238867619104163,-0.0012022188966459514,0
-0.0032852812960613874,-0.0037270541308836286,0
-0.001235536236996199,-0.004225507853227789,0
-0.0031869062009648656,-0.00253126796378601,0
-0.003284082259792885,-0.0028458913403348073,0
-0.0032671787712502754,-0.002511948408744287,0
-0.0032270674071765296,-0.0024309669346026727,0
-0.002506585924935834,-0.0037078736142354333,0
-0.003243275367590802,-0.0012197236742295624,0
-0.001287304589852332,-0.004206287642784459,0
-0.0032446627983835595,-1.0408680678848263e-05,0
-0.003255074895603621,-0.0023894840456182135,0
-0.0032233208931379824,-0.0009403840586777958,0
-0.003138148351809696,-0.0026992665838396135,0
-0.003192470617192416,-0.002520822402624762,0
-0.0027699680564156953,-0.003724662590923761,0
-0.0031710430006454816,-0.002960273734833009,0
-0.003294277226457645,-0.0028442488834275323,0
-0.0032730112604289884,-0.0037893170632654328,0
-0.0026002390638956265,-0.003655687297649161,0
-0.0032530873633716405,-0.0022214487859620402,0
-0.0032600260320287864,-0.0037967621212847014,0
-0.0028707912595666452,-0.0036241330706865377,0
-0.0032429284675474282,-0.002010839620729035,0
-0.0033356758140301096,-0.006436366660606397,1
-0.0034302309872269944,-0.007292431444004052,1
-0.003422104942909644,-0.007138328841879399,1
-0.0034315198891271305,-0.007266748000074897,1
-0.003434549911952515,-0.007298026987979411,1
-0.0034212831876398323,-0.007227986886375025,1
-0.0034250289105280532,-0.007224011035973073,1
-0.0034371015538621906,-0.007321922632789594,1
-0.0032927395102495937,-0.006431393777780394,1
-0.0034258791543778574,-0.007232409587132777,1
-0.0033203923629513896,-0.002868730601074085,1
-0.0034330016839684728,-0.007275561022726945,1
-0.0034359077098520836,-0.007301159263988707,1
-0.00343326832942379,-0.007304545689104931,1
-0.003369344941779297,-0.003338692775215753,1
-0.003352464860041588,-0.006879096321531706,1
-0.0033957756211582153,-0.006248380305614048,1
-0.00343542172840306,-0.007299646330849014,1
-0.003366382028618866,-0.0034680787900664514,1
-0.0034160446791858252,-0.007087278338257643,1
-0.003419463995328471,-0.007224670625998911,1
-0.003429037377137768,-0.0072504080073862035,1
-0.0033522170726868186,-0.0064315290242461035,1
-0.0034367824951364377,-0.007296408410949117,1
-0.0034120927295822573,-0.006646535117748898,1
-0.003428859302744056,-0.007274658673773648,1
-0.0034327794315630153,-0.007285872342365423,1
-0.0034338615064948893,-0.007300284185669319,1
-0.003424393083339442,-0.007216917854740915,1
-0.0032459071477379175,-0.002043732484117715,1
-0.0038055457703039747,0.03952673650075684,2
